"Spectrum Genius Cloud Platform"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
FWHM(nm),585,586,588,586,586,584,584,584,586,585,545,545,454,583,588,582,585,587,587,583,585,585,584,583,587,586,586,587,584,585,450,586,587,587,556,455,531,585,586,587,585,586,585,584,585,586,584,605,587,585,585,586,455,584,587,531,586,584,584,586,605,450,155,573
R1,83,85,85,84,88,87,84,87,83,83,88,89,90,88,85,89,87,83,85,89,84,84,87,89,84,83,85,86,86,85,88,81,84,84,91,91,91,85,83,85,85,86,86,84,84,83,89,83,84,85,85,86,92,86,83,91,86,85,89,86,92,81,10,86
R2,90,91,91,91,94,93,91,93,90,90,93,94,95,93,92,94,93,90,92,94,90,91,93,94,91,90,91,92,92,90,90,89,90,91,95,95,95,91,90,91,91,92,92,91,91,90,94,89,90,91,91,92,96,92,90,95,91,91,94,93,96,89,7,92
R3,96,95,96,96,97,98,96,98,96,96,95,96,98,98,96,99,97,96,97,98,95,97,98,98,96,95,95,96,96,94,90,95,94,96,99,99,99,96,94,96,96,97,97,95,95,95,98,93,95,96,96,97,99,97,95,99,96,96,98,97,99,90,9,96
R4,84,85,85,85,87,87,85,88,84,84,88,88,91,88,86,89,86,84,85,89,84,83,88,89,84,84,85,87,87,86,89,82,85,84,92,92,91,85,84,86,85,86,86,85,85,83,89,84,84,85,85,86,92,87,84,92,87,86,89,86,92,82,10,86
R5,83,84,84,84,87,87,84,88,83,83,87,88,91,88,85,89,87,83,85,89,83,83,87,89,84,83,85,86,86,85,86,81,83,84,92,92,92,84,83,85,84,85,86,84,84,83,89,82,84,85,85,86,92,86,83,92,86,85,89,86,92,81,12,86
R6,86,87,88,87,91,91,88,91,87,86,90,91,93,91,88,92,90,86,89,92,86,88,91,92,87,86,87,89,89,86,85,84,85,87,94,95,94,88,85,88,87,89,89,87,86,86,92,84,86,88,88,89,95,89,86,95,88,88,91,90,95,84,11,89
R7,90,90,90,90,91,93,90,93,90,90,93,93,94,93,90,94,92,89,90,94,89,89,93,94,89,90,90,91,92,92,93,89,91,90,96,96,96,90,90,90,91,90,91,90,90,89,93,90,89,90,90,91,95,92,90,96,91,91,94,90,96,89,7,91
R8,72,73,73,72,76,79,72,78,71,71,79,80,83,80,74,83,77,71,73,82,71,71,79,82,71,71,74,75,77,77,81,69,74,72,87,88,87,73,72,74,74,74,75,72,73,71,80,72,72,73,73,74,86,77,71,88,76,75,82,75,88,69,20,76
R9,26,29,29,28,39,43,28,43,26,24,43,45,53,46,32,54,40,24,31,52,25,27,43,51,26,26,32,36,40,37,47,19,31,28,63,64,61,29,25,32,31,32,34,28,28,23,47,25,26,30,30,33,61,39,25,66,36,34,51,35,66,19,48,36
R10,76,78,78,78,84,84,78,83,77,76,81,83,87,84,80,86,83,76,81,86,76,79,83,86,78,75,78,80,80,76,74,73,75,77,89,91,89,78,75,79,78,81,81,77,77,75,86,72,76,79,79,81,90,81,76,91,79,79,85,82,91,72,19,80
R11,82,84,84,83,85,85,83,87,82,82,85,86,90,87,84,88,85,83,84,88,82,82,87,88,83,82,84,85,86,84,87,80,83,83,92,91,91,84,83,85,84,85,85,83,83,82,88,82,83,84,84,85,92,85,83,91,85,85,88,85,92,80,12,85
R12,65,67,68,67,72,74,67,77,66,65,72,75,86,76,68,81,73,66,69,79,66,66,74,80,66,64,66,69,71,66,63,61,64,66,89,91,89,68,65,69,68,70,72,66,65,64,77,63,66,68,68,70,89,72,65,91,71,70,77,70,91,61,30,71
R13,85,86,86,86,90,89,86,89,85,85,90,90,91,89,87,90,89,85,87,90,85,86,89,90,86,85,87,88,88,86,88,83,85,85,92,92,92,86,85,87,86,87,87,86,86,85,90,84,85,86,87,87,93,88,85,92,87,87,90,88,93,83,10,87
R14,97,97,98,98,98,99,98,99,98,98,97,98,99,99,98,99,99,97,98,99,97,98,99,99,98,97,97,98,98,96,94,97,96,97,99,99,99,98,97,98,98,98,98,97,97,97,99,96,97,98,98,98,99,98,97,99,98,98,99,98,99,94,6,98
R15,78,79,79,79,83,82,79,82,78,77,84,84,86,83,80,85,82,78,80,85,79,78,83,85,79,78,80,82,82,81,85,75,79,79,88,88,87,79,78,80,79,80,81,79,80,78,84,78,79,79,80,81,88,82,78,88,81,81,85,81,88,75,13,81
CQS(Qa),86,86,87,87,89,90,87,90,86,86,89,90,92,90,87,92,89,86,87,92,86,86,90,92,86,86,87,88,89,88,87,85,86,86,94,95,94,87,86,87,87,88,88,86,86,85,91,85,85,87,87,88,94,89,86,95,88,88,91,88,95,85,10,88
Duv,0.0047,0.0030,0.0035,0.0038,0.0037,0.0075,0.0045,0.0053,0.0045,0.0049,0.0045,0.0048,0.0058,0.0055,0.0031,0.0062,0.0044,0.0035,0.0031,0.0059,0.0029,0.0041,0.0051,0.0057,0.0026,0.0037,0.0027,0.0025,0.0047,0.0048,0.0026,0.0055,0.0044,0.0037,0.0071,0.0093,0.0092,0.0043,0.0035,0.0030,0.0046,0.0038,0.0041,0.0032,0.0024,0.0034,0.0047,0.0040,0.0023,0.0036,0.0028,0.0035,0.0073,0.0048,0.0043,0.0096,0.0034,0.0040,0.0054,0.0027,0.0096,0.0023,0.0073,0.0045
λd(nm),577,577,577,577,576,572,577,576,577,577,574,573,563,573,577,572,575,577,578,569,578,577,574,569,578,578,578,578,576,576,576,577,578,578,564,495,532,577,577,577,576,577,576,577,577,578,573,578,578,577,578,577,548,574,577,542,577,577,573,577,578,495,83,572
Purity(%),30,30,30,30,30,20,30,30,30,30,20,20,10,20,30,20,20,30,30,10,30,30,20,10,30,30,30,30,30,30,20,40,30,30,10,10,0,30,30,30,30,30,30,30,30,30,20,30,30,30,30,30,10,20,30,10,30,30,20,30,40,0,40,26
FWHM(nm),162.10,164.00,164.20,164.20,219.80,226.00,164.60,229.50,162.70,160.50,220.70,226.10,266.00,232.20,164.50,250.20,224.50,159.90,163.10,248.10,159.40,161.70,228.40,254.00,159.20,158.50,160.00,163.50,226.70,166.00,32.50,157.30,159.10,160.90,277.00,281.50,289.70,164.40,159.90,165.20,166.80,167.50,173.20,161.40,161.10,158.50,227.30,159.50,159.10,164.40,162.70,168.40,281.70,227.50,161.00,308.90,169.30,170.70,243.30,166.80,308.90,32.50,276.40,190.28
"SP ratio",1.7,1.8,1.8,1.7,1.8,1.9,1.8,1.8,1.7,1.7,1.9,2.0,2.1,2.0,1.8,2.0,1.9,1.7,1.7,2.1,1.7,1.7,1.9,2.1,1.7,1.7,1.7,1.7,1.8,1.8,1.8,1.6,1.7,1.7,2.1,2.5,2.3,1.7,1.7,1.8,1.8,1.8,1.8,1.7,1.8,1.7,2.0,1.6,1.7,1.8,1.7,1.8,2.2,1.9,1.7,2.3,1.7,1.8,2.0,1.8,2.5,1.6,0.8,1.8
TLCI(Qa),79,79,79,79,84,89,80,87,79,78,86,88,93,89,81,93,85,77,80,92,77,79,87,92,77,78,80,82,85,83,83,76,81,79,97,98,97,80,77,80,81,81,82,78,78,76,88,78,77,80,80,82,96,85,78,98,83,83,91,82,98,76,22,83
GAI,69,74,72,71,73,75,70,72,69,67,78,79,84,77,72,78,75,70,70,81,71,68,75,82,71,69,70,73,74,72,79,64,68,69,84,91,86,70,71,73,71,73,74,71,75,70,79,68,72,72,72,73,86,76,69,85,72,72,79,73,91,64,26,74
PPFD(μmol/㎡s),4.64,7.32,4.11,5.93,3.77,4.50,5.07,5.59,6.55,4.97,7.06,8.38,7.98,10.56,3.58,5.68,6.38,3.04,3.77,10.27,3.42,5.34,5.68,7.09,4.30,5.17,3.67,3.75,4.71,3.47,4.51,2.97,3.72,4.32,8.30,15.20,9.96,4.48,3.62,5.14,4.40,5.31,5.92,3.70,5.80,6.02,4.82,1.61,3.56,5.37,4.01,5.59,11.57,7.26,4.01,20.57,2.20,5.19,5.85,4.12,20.57,1.61,18.96,5.75
"TM-30 Rf",85,86,86,86,88,89,86,90,86,85,89,90,93,90,86,92,88,85,86,92,85,85,89,92,85,85,86,87,88,87,86,84,86,85,94,95,95,86,85,87,87,87,88,86,85,85,90,85,85,86,86,87,94,88,85,95,88,87,91,87,95,84,11,88
"TM-30 Rg",95,96,95,95,95,94,95,95,95,95,96,96,97,95,95,96,95,95,95,96,95,94,95,96,95,95,96,96,96,96,98,94,96,95,97,97,96,95,96,96,95,95,95,95,96,95,96,96,96,95,96,95,97,95,95,96,96,96,96,95,98,94,4,95
"GAI BB8",87,90,89,88,89,86,87,88,87,86,90,90,93,89,90,89,89,89,89,89,90,87,89,90,90,89,91,91,89,89,94,85,88,89,93,93,91,88,89,90,88,89,89,90,91,89,90,89,91,89,90,89,93,89,88,91,90,89,90,90,94,85,10,89
"GAI BB15",93,96,95,94,95,91,94,92,93,93,94,94,96,93,96,92,94,95,96,93,96,94,93,93,97,95,97,97,94,95,100,92,94,95,95,94,93,94,95,96,94,95,94,96,97,95,94,95,97,95,96,95,95,94,94,93,95,95,94,96,100,91,9,95
"Flicker %",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Flicker Index",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00
"Flicker Frequency(Hz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
"Spectrum Data(μW/cm^2)"
380,0.0054990001954138,0.010920000262558,0.0049350000917912,0.0074419998563826,0.0051040002144873,0.003747999900952,0.011280000209808,0.014519999735057,0.0083330003544688,0.0037909999955446,0.018699999898672,0.036609999835491,0.091619998216629,0.03863999992609,0.0036949999630451,0.024469999596477,0.020729999989271,0.0017669999506325,0.0026370000559837,0.072879999876022,0.0027030000928789,0.0069749997928739,0.015110000036657,0.066220000386238,0.0036349999718368,0.0031630001030862,0.0010069999843836,0.0041919997893274,0.012319999746978,0.0031399999279529,0.0028200000524521,0.00075439998181537,0.0023139999248087,0.0044920002110302,0.064319998025894,0.34915000200272,0.14667999744415,0.0034340000711381,0.0016479999758303,0.0027560000307858,0.0017859999788925,0.0028069999534637,0.0071220002137125,0.0018960000015795,0.003749999916181,0.0044639999978244,0.0042920000851154,0.0010379999876022,0.002515000058338,0.0093219997361302,0.0031280000694096,0.0071229999884963,0.16367000341415,0.029810000211,0.002695000031963,0.33726999163628,0.0018789999885485,0.0087999999523163,0.03243999928236,0.0043640001676977
381,0.0028999999631196,0.0080719999969006,0.0024989999365062,0.0053480002097785,0.0026340000331402,0.0019059999613091,0.0091159995645285,0.012369999662042,0.0055180001072586,0.0018960000015795,0.015909999608994,0.03404999896884,0.089230000972748,0.035089999437332,0.0018469999777153,0.022399999201298,0.018149999901652,0.00088369997683913,0.0013180000241846,0.071340002119541,0.0013520000502467,0.0045869997702539,0.013319999910891,0.063479997217655,0.0018169999821112,0.0015820000553504,0.00050369999371469,0.0023660000879318,0.010189999826252,0.0015699999639764,0.0014430000446737,0.00037719999090768,0.0011569999624044,0.0028929999098182,0.062849998474121,0.34801000356674,0.14440999925137,0.002066999906674,0.00082379998639226,0.0013780000153929,0.00089319999096915,0.0014029999729246,0.0048030000180006,0.00094810000155121,0.0018749999580905,0.0022319999989122,0.0023159999400377,0.00051899999380112,0.0012570000253618,0.0069050001911819,0.0017150000203401,0.0049490001983941,0.1627199947834,0.026539999991655,0.0014789999695495,0.33799999952316,0.00093959999503568,0.0068569998256862,0.029839999973774,0.0021820000838488
382,0.0019890000112355,0.007511000148952,0.0017920000245795,0.0044740000739694,0.0020020001102239,0.001393000013195,0.0074490001425147,0.012199999764562,0.0039550000801682,0.001282999990508,0.016780000180006,0.033649999648333,0.091509997844696,0.035610001534224,0.0012489999644458,0.021369999274611,0.017990000545979,0.0006079999729991,0.00089480000315234,0.071120001375675,0.00091369997244328,0.0032870001159608,0.013340000063181,0.060899998992682,0.00121300003957,0.0010539999930188,0.00034190001315437,0.0017280000029132,0.0098540000617504,0.0010720000136644,0.0010770000517368,0.00025149999419227,0.00079299998469651,0.0022350000217557,0.065200001001358,0.34946998953819,0.14251999557018,0.0019769999198616,0.00055679999059066,0.00093119998928159,0.00060089997714385,0.00094240001635626,0.0041249999776483,0.00064209999982268,0.0012760000536218,0.0014909999445081,0.0020469999872148,0.00035389998811297,0.00085339997895062,0.0061180000193417,0.0015670000575483,0.004335000179708,0.1615100055933,0.025580000132322,0.0010329999495298,0.33757999539375,0.00064209999982268,0.0058430000208318,0.029079999774694,0.0014730000402778
383,0.0020580000709742,0.0078609995543957,0.0022249999456108,0.0043640001676977,0.0021259998902678,0.0018110000528395,0.0071930000558496,0.013089999556541,0.0036400000099093,0.0013460000045598,0.017869999632239,0.034370001405478,0.093939997255802,0.03728000074625,0.0012850000057369,0.021590000018477,0.018330000340939,0.00082610000390559,0.00098260003142059,0.07141999900341,0.00093480001669377,0.0031059999018908,0.013899999670684,0.060559999197721,0.00094719999469817,0.00079090002691373,0.00037580000935122,0.0019470000406727,0.010069999843836,0.0012989999959245,0.001386999967508,0.00018859999545384,0.0010209999745712,0.0021790000610054,0.067489996552467,0.35264998674393,0.14372999966145,0.0022730000782758,0.00056750001385808,0.00094260001787916,0.00055629998678342,0.00083929998800159,0.0038560000248253,0.00067769997986034,0.0014710000250489,0.001170999952592,0.0027419999241829,0.00042060000123456,0.00093719997676089,0.0061150002293289,0.0017940000398085,0.0044869999401271,0.16197000443935,0.025730000808835,0.0012379999971017,0.33957999944687,0.00078940001549199,0.0059799998998642,0.02930000051856,0.0014690000098199
384,0.0027240000199527,0.0087059997022152,0.003396000014618,0.0047410000115633,0.0026640000287443,0.002828000113368,0.0080679999664426,0.014580000191927,0.004232999868691,0.0018230000277981,0.018710000440478,0.035780001431704,0.095899999141693,0.039450000971556,0.0017069999594241,0.022740000858903,0.018820000812411,0.0013680000556633,0.0013820000458509,0.072020001709461,0.0012199999764562,0.0037400000728667,0.01467000041157,0.062049999833107,0.00082800001837313,0.00063899997621775,0.00053369998931885,0.0027449999470264,0.010529999621212,0.001992000034079,0.0021130000241101,0.00015209999401122,0.0016420000465587,0.0025140000507236,0.069349996745586,0.35703998804092,0.14745000004768,0.0027369998861104,0.00074769998900592,0.0012280000373721,0.00064819998806342,0.00093490001745522,0.0037609999999404,0.00091469998005778,0.002157999901101,0.0010359999723732,0.0040339999832213,0.00063010002486408,0.0013119999784976,0.0065910001285374,0.0021740000229329,0.0050869998522103,0.16388000547886,0.026529999449849,0.0018670000135899,0.34386000037193,0.0012179999612272,0.0069590001367033,0.030130000784993,0.0018880000570789
385,0.0043629999272525,0.011549999937415,0.0061980001628399,0.0066749998368323,0.0050139999948442,0.004761999938637,0.010409999638796,0.020369999110699,0.0068120001815259,0.0032089999876916,0.023550000041723,0.0441600009799,0.10879000276327,0.049910001456738,0.0043799998238683,0.029410000890493,0.022810000926256,0.00230300007388,0.0029800001066178,0.084909997880459,0.001879999996163,0.0066749998368323,0.017839999869466,0.071680001914501,0.001282999990508,0.002375999931246,0.0019660000689328,0.0055189998820424,0.013550000265241,0.0036059999838471,0.0033259999472648,0.00079279998317361,0.0030499999411404,0.0039149997755885,0.081730000674725,0.40171998739243,0.16940000653267,0.0055780000984669,0.0020339998882264,0.0032339999452233,0.0019399999873713,0.0023940000683069,0.0080599999055266,0.0017030000453815,0.0040620001964271,0.00091429997701198,0.0096640000119805,0.0010189999593422,0.002072999952361,0.0095309996977448,0.0035830000415444,0.0078779999166727,0.18228000402451,0.032889999449253,0.0027570000384003,0.38319998979568,0.0023590000346303,0.010879999957979,0.036350000649691,0.0044809998944402
386,0.0045830002054572,0.011789999902248,0.0067270002327859,0.0069070002064109,0.0054000001400709,0.0052840001881123,0.010590000078082,0.02191000059247,0.0068219997920096,0.0033599999733269,0.024779999628663,0.046069998294115,0.11247999966145,0.052680000662804,0.0048230001702905,0.03091000020504,0.023739999160171,0.0025679999962449,0.0033309999853373,0.088260002434254,0.0019970000721514,0.0068219997920096,0.018820000812411,0.073660001158714,0.0012740000383928,0.0025569999124855,0.0021810000762343,0.0059429998509586,0.014159999787807,0.0040119998157024,0.0035019998904318,0.00088389997836202,0.0034050000831485,0.0041519999504089,0.084959998726845,0.41376000642776,0.17479999363422,0.0061490000225604,0.0022960000205785,0.0036160000599921,0.002210000064224,0.0027890000492334,0.0088640004396439,0.0020010001026094,0.0042559998109937,0.00085750001017004,0.011210000142455,0.0011259999591857,0.002299000043422,0.009889000095427,0.0038429999258369,0.0086300000548363,0.18717999756336,0.033780001103878,0.0031139999628067,0.39370998740196,0.0027350001037121,0.011210000142455,0.037429999560118,0.0049279998056591
387,0.0053170002065599,0.012649999931455,0.0077120000496507,0.0076669999398291,0.0063829999417067,0.0064559997990727,0.011289999820292,0.023800000548363,0.0075329998508096,0.003887000028044,0.026559999212623,0.049120001494884,0.11693000048399,0.056910000741482,0.0055970000103116,0.033160001039505,0.025410000234842,0.003004000056535,0.0039889998733997,0.092270001769066,0.0024109999649227,0.0074909999966621,0.020239999517798,0.076860003173351,0.0016410000389442,0.0031139999628067,0.0025229998864233,0.0066829998977482,0.015300000086427,0.0046480000019073,0.0041229999624193,0.0011200000299141,0.0041189999319613,0.0046859998255968,0.088979996740818,0.42818000912666,0.1810799986124,0.0069050001911819,0.0028069999534637,0.0044049997814,0.0027169999666512,0.0035310001112521,0.010420000180602,0.0026000000070781,0.0049749999307096,0.0013299999991432,0.013550000265241,0.0012610000558197,0.0027970001101494,0.010750000365078,0.0046450002118945,0.0096039995551109,0.19315999746323,0.035810001194477,0.0035439999774098,0.40490999817848,0.0033509999047965,0.012339999899268,0.039340000599623,0.0058470000512898
388,0.0061300001107156,0.013539999723434,0.0086709996685386,0.0085519999265671,0.0073090000078082,0.0075860000215471,0.012360000051558,0.025660000741482,0.0083360001444817,0.0044399998150766,0.027879999950528,0.052409999072552,0.12099999934435,0.060770001262426,0.0062859999015927,0.035769999027252,0.027109999209642,0.0033489998895675,0.0044709998182952,0.097070001065731,0.0027260000351816,0.0082480004057288,0.021560000255704,0.080849997699261,0.0020280000753701,0.0036130000371486,0.0028790000360459,0.007406999822706,0.016319999471307,0.005198999773711,0.0046069999225438,0.0012929999502376,0.0046279998496175,0.0052590002305806,0.092809997498989,0.44328999519348,0.1886599957943,0.0076489998027682,0.0032420000061393,0.0051660002209246,0.0032480000518262,0.0042860000394285,0.011979999952018,0.003086999990046,0.0056929998099804,0.0020089999306947,0.016130000352859,0.0013229999458417,0.003256999887526,0.011590000241995,0.0053449999541044,0.010569999925792,0.20020000636578,0.037849999964237,0.003973999992013,0.41903999447823,0.0039490000344813,0.013620000332594,0.041560001671314,0.0067469999194145
389,0.0068089999258518,0.014340000227094,0.009353999979794,0.009375000372529,0.0080340001732111,0.0083680003881454,0.013340000063181,0.027370000258088,0.0088569996878505,0.0049040000885725,0.029060000553727,0.055610001087189,0.12525999546051,0.064089998602867,0.0067699998617172,0.038369998335838,0.028899999335408,0.0034660000819713,0.0046500000171363,0.1027899980545,0.0028140000067651,0.0087679997086525,0.022770000621676,0.084789998829365,0.0023910000454634,0.0040099998004735,0.00318400003016,0.007922999560833,0.017170000821352,0.0055109998211265,0.0047380002215505,0.0013650000328198,0.0047300001606345,0.005745000205934,0.096869997680187,0.45877999067307,0.19673000276089,0.0083879996091127,0.0034980000928044,0.0057769999839365,0.0037539999466389,0.0050160000100732,0.013480000197887,0.0033489998895675,0.0061889998614788,0.002864999929443,0.018719999119639,0.0012679999927059,0.0035580000840127,0.012260000221431,0.0058240001089871,0.011439999565482,0.2078900039196,0.039599999785423,0.0042790002189577,0.43590998649597,0.0044089998118579,0.0146099999547,0.0439000017941,0.0074760001152754
390,0.0071120001375675,0.01486000046134,0.0096899997442961,0.010080000385642,0.0086059998720884,0.0089060002937913,0.013969999738038,0.0289600007236,0.0093170003965497,0.00529700005427,0.030640000477433,0.058630000799894,0.13090999424458,0.067749999463558,0.0071589997969568,0.041129998862743,0.030850000679493,0.0034610000438988,0.0049189999699593,0.10937999933958,0.0026920000091195,0.0091080004349351,0.024059999734163,0.08890999853611,0.0025649999734014,0.0043620001524687,0.0032899999059737,0.0082099996507168,0.018109999597073,0.005638999864459,0.0047920001670718,0.001390999997966,0.0048110000789165,0.0061059999279678,0.10169000178576,0.47701001167297,0.20544999837875,0.0089549999684095,0.0035910001024604,0.0063680000603199,0.0042360001243651,0.005927000194788,0.015460000373423,0.0036120000295341,0.0064590000547469,0.0035880000796169,0.021220000460744,0.0011470000026748,0.0037179999053478,0.012839999981225,0.0061289998702705,0.012020000256598,0.21760000288486,0.041639998555183,0.0043040001764894,0.45544999837875,0.0047550001181662,0.01530999969691,0.046270001679659,0.0079800002276897
